Direction,flights_scheduled,flights_operated,cancellations,cancellation_rate,pct_delay_ge15,pct_delay_ge60,ontime_pct,avg_arrival_delay_min
ATL→LAX,5669,5636,25,0.44099488445934026,18.11568488289567,4.364797728885734,81.88431511710434,0.484208658623137
JFK→ORD,1574,1539,33,2.096569250317662,24.951267056530213,9.096816114359974,75.04873294346979,7.942170240415854
LAX→ATL,5673,5614,27,0.47593865679534636,16.993231207695047,3.5625222657641613,83.00676879230495,1.8129675810473815
ORD→JFK,1577,1538,34,2.1559923906150917,30.23407022106632,13.589076723016905,69.76592977893368,14.931729518855656
