RoutePair,AIRLINE_DELAY_SHARE,WEATHER_DELAY_SHARE,AIR_SYSTEM_DELAY_SHARE,SECURITY_DELAY_SHARE,LATE_AIRCRAFT_DELAY_SHARE
ATL-LAX,43.726161469738564,6.388469090871707,21.835322661896388,0.052431915615458166,27.997614861877885
JFK-ORD,19.002615114700916,7.4414909464067,37.978748055215334,0.21020225760534939,35.3669436260717
