FlightDate,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DISTANCE,Cancelled,Diverted,RoutePair,Direction,Month,DepHourLocal,Delayed_by_15 min,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015-01-01,DL,2154,LAX,ATL,600,559.0,-1.0,1310,1250.0,-20.0,250.0,231.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-01,DL,369,LAX,ATL,730,726.0,-4.0,1442,1423.0,-19.0,252.0,237.0,1947,0,0,ATL-LAX,LAX→ATL,1,7,0.0,,,,,
2015-01-01,AA,190,JFK,ORD,800,801.0,1.0,955,957.0,2.0,175.0,176.0,740,0,0,JFK-ORD,JFK→ORD,1,8,0.0,,,,,
2015-01-01,DL,110,ATL,LAX,822,821.0,-1.0,1030,1035.0,5.0,308.0,314.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-01,B6,905,JFK,ORD,830,828.0,-2.0,1019,1014.0,-5.0,169.0,166.0,740,0,0,JFK-ORD,JFK→ORD,1,8,0.0,,,,,
2015-01-01,WN,1191,LAX,ATL,900,926.0,26.0,1610,1621.0,11.0,250.0,235.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,0.0,,,,,
2015-01-01,DL,80,LAX,ATL,915,913.0,-2.0,1630,1609.0,-21.0,255.0,236.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,0.0,,,,,
2015-01-01,DL,1455,ATL,LAX,951,950.0,-1.0,1204,1208.0,4.0,313.0,318.0,1947,0,0,ATL-LAX,ATL→LAX,1,9,0.0,,,,,
2015-01-01,B6,906,ORD,JFK,956,1009.0,13.0,1259,1259.0,0.0,123.0,110.0,740,0,0,JFK-ORD,ORD→JFK,1,9,0.0,,,,,
2015-01-01,DL,1555,ATL,LAX,1052,1052.0,0.0,1300,1303.0,3.0,308.0,311.0,1947,0,0,ATL-LAX,ATL→LAX,1,10,0.0,,,,,
2015-01-01,DL,101,LAX,ATL,1130,1154.0,24.0,1840,1856.0,16.0,250.0,242.0,1947,0,0,ATL-LAX,LAX→ATL,1,11,1.0,0.0,0.0,16.0,0.0,0.0
2015-01-01,DL,1655,ATL,LAX,1220,1321.0,61.0,1429,1513.0,44.0,309.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,1.0,0.0,0.0,44.0,0.0,0.0
2015-01-01,DL,1754,LAX,ATL,1225,1232.0,7.0,1937,1930.0,-7.0,252.0,238.0,1947,0,0,ATL-LAX,LAX→ATL,1,12,0.0,,,,,
2015-01-01,WN,808,ATL,LAX,1230,1243.0,13.0,1440,1457.0,17.0,310.0,314.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,1.0,4.0,0.0,13.0,0.0,0.0
2015-01-01,AA,198,ORD,JFK,1255,1252.0,-3.0,1605,1544.0,-21.0,130.0,112.0,740,0,0,JFK-ORD,ORD→JFK,1,12,0.0,,,,,
2015-01-01,WN,1025,LAX,ATL,1325,1343.0,18.0,2035,2038.0,3.0,250.0,235.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,0.0,,,,,
2015-01-01,DL,1654,LAX,ATL,1330,1330.0,0.0,2040,2029.0,-11.0,250.0,239.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,0.0,,,,,
2015-01-01,DL,370,ATL,LAX,1503,1502.0,-1.0,1713,1658.0,-15.0,310.0,296.0,1947,0,0,ATL-LAX,ATL→LAX,1,15,0.0,,,,,
2015-01-01,DL,1554,LAX,ATL,1505,1502.0,-3.0,2214,2202.0,-12.0,249.0,240.0,1947,0,0,ATL-LAX,LAX→ATL,1,15,0.0,,,,,
2015-01-01,DL,81,ATL,LAX,1625,1644.0,19.0,1834,1826.0,-8.0,309.0,282.0,1947,0,0,ATL-LAX,ATL→LAX,1,16,0.0,,,,,
2015-01-01,AA,199,JFK,ORD,1710,1714.0,4.0,1910,1912.0,2.0,180.0,178.0,740,0,0,JFK-ORD,JFK→ORD,1,17,0.0,,,,,
2015-01-01,DL,2055,ATL,LAX,1750,1745.0,-5.0,1959,1936.0,-23.0,309.0,291.0,1947,0,0,ATL-LAX,ATL→LAX,1,17,0.0,,,,,
2015-01-01,DL,2155,ATL,LAX,1927,1938.0,11.0,2137,2136.0,-1.0,310.0,298.0,1947,0,0,ATL-LAX,ATL→LAX,1,19,0.0,,,,,
2015-01-01,B6,105,JFK,ORD,1930,1925.0,-5.0,2118,2140.0,22.0,168.0,195.0,740,0,0,JFK-ORD,JFK→ORD,1,19,1.0,22.0,0.0,0.0,0.0,0.0
2015-01-01,B6,1106,ORD,JFK,1944,2003.0,19.0,2248,2315.0,27.0,124.0,132.0,740,0,0,JFK-ORD,ORD→JFK,1,19,1.0,8.0,0.0,2.0,17.0,0.0
2015-01-01,AA,149,ORD,JFK,1955,1952.0,-3.0,2305,2250.0,-15.0,130.0,118.0,740,0,0,JFK-ORD,ORD→JFK,1,19,0.0,,,,,
2015-01-01,WN,639,ATL,LAX,2050,2050.0,0.0,2305,2241.0,-24.0,315.0,291.0,1947,0,0,ATL-LAX,ATL→LAX,1,20,0.0,,,,,
2015-01-01,DL,2355,ATL,LAX,2051,2046.0,-5.0,2255,2239.0,-16.0,304.0,293.0,1947,0,0,ATL-LAX,ATL→LAX,1,20,0.0,,,,,
2015-01-01,DL,1354,LAX,ATL,2245,2247.0,2.0,550,546.0,-4.0,245.0,239.0,1947,0,0,ATL-LAX,LAX→ATL,1,22,0.0,,,,,
2015-01-02,DL,1154,LAX,ATL,55,53.0,-2.0,759,755.0,-4.0,244.0,242.0,1947,0,0,ATL-LAX,LAX→ATL,1,0,0.0,,,,,
2015-01-02,DL,2154,LAX,ATL,600,559.0,-1.0,1310,1318.0,8.0,250.0,259.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-02,WN,3225,LAX,ATL,610,610.0,0.0,1330,1332.0,2.0,260.0,262.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-02,DL,369,LAX,ATL,730,741.0,11.0,1442,1437.0,-5.0,252.0,236.0,1947,0,0,ATL-LAX,LAX→ATL,1,7,0.0,,,,,
2015-01-02,AA,190,JFK,ORD,800,801.0,1.0,955,1005.0,10.0,175.0,184.0,740,0,0,JFK-ORD,JFK→ORD,1,8,0.0,,,,,
2015-01-02,DL,110,ATL,LAX,822,826.0,4.0,1030,1018.0,-12.0,308.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-02,WN,48,ATL,LAX,825,911.0,46.0,1040,1101.0,21.0,315.0,290.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,1.0,0.0,0.0,5.0,16.0,0.0
2015-01-02,B6,905,JFK,ORD,830,827.0,-3.0,1019,1021.0,2.0,169.0,174.0,740,0,0,JFK-ORD,JFK→ORD,1,8,0.0,,,,,
2015-01-02,WN,1191,LAX,ATL,900,901.0,1.0,1610,1610.0,0.0,250.0,249.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,0.0,,,,,
2015-01-02,DL,80,LAX,ATL,910,952.0,42.0,1625,1709.0,44.0,255.0,257.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,1.0,44.0,0.0,0.0,0.0,0.0
2015-01-02,DL,1455,ATL,LAX,951,1004.0,13.0,1205,1232.0,27.0,314.0,328.0,1947,0,0,ATL-LAX,ATL→LAX,1,9,1.0,14.0,0.0,13.0,0.0,0.0
2015-01-02,B6,906,ORD,JFK,956,954.0,-2.0,1259,1259.0,0.0,123.0,125.0,740,0,0,JFK-ORD,ORD→JFK,1,9,0.0,,,,,
2015-01-02,DL,1555,ATL,LAX,1052,1050.0,-2.0,1300,1244.0,-16.0,308.0,294.0,1947,0,0,ATL-LAX,ATL→LAX,1,10,0.0,,,,,
2015-01-02,DL,101,LAX,ATL,1125,1148.0,23.0,1837,1851.0,14.0,252.0,243.0,1947,0,0,ATL-LAX,LAX→ATL,1,11,0.0,,,,,
2015-01-02,DL,1655,ATL,LAX,1220,1219.0,-1.0,1429,1408.0,-21.0,309.0,289.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,0.0,,,,,
2015-01-02,DL,1754,LAX,ATL,1225,1226.0,1.0,1938,1937.0,-1.0,253.0,251.0,1947,0,0,ATL-LAX,LAX→ATL,1,12,0.0,,,,,
2015-01-02,WN,642,ATL,LAX,1230,1253.0,23.0,1440,1442.0,2.0,310.0,289.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,0.0,,,,,
2015-01-02,AA,198,ORD,JFK,1255,1305.0,10.0,1605,1556.0,-9.0,130.0,111.0,740,0,0,JFK-ORD,ORD→JFK,1,12,0.0,,,,,
2015-01-02,WN,331,LAX,ATL,1330,1342.0,12.0,2040,2116.0,36.0,250.0,274.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,1.0,24.0,0.0,12.0,0.0,0.0
2015-01-02,DL,1654,LAX,ATL,1330,1326.0,-4.0,2040,2044.0,4.0,250.0,258.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,0.0,,,,,
2015-01-02,DL,1755,ATL,LAX,1330,1332.0,2.0,1540,1517.0,-23.0,310.0,285.0,1947,0,0,ATL-LAX,ATL→LAX,1,13,0.0,,,,,
2015-01-02,DL,370,ATL,LAX,1503,1517.0,14.0,1713,1708.0,-5.0,310.0,291.0,1947,0,0,ATL-LAX,ATL→LAX,1,15,0.0,,,,,
2015-01-02,DL,1554,LAX,ATL,1505,1505.0,0.0,2215,2220.0,5.0,250.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,1,15,0.0,,,,,
2015-01-02,DL,81,ATL,LAX,1625,1648.0,23.0,1834,1836.0,2.0,309.0,288.0,1947,0,0,ATL-LAX,ATL→LAX,1,16,0.0,,,,,
2015-01-02,DL,1454,LAX,ATL,1653,1646.0,-7.0,2359,2351.0,-8.0,246.0,245.0,1947,0,0,ATL-LAX,LAX→ATL,1,16,0.0,,,,,
2015-01-02,AA,199,JFK,ORD,1710,1714.0,4.0,1910,1908.0,-2.0,180.0,174.0,740,0,0,JFK-ORD,JFK→ORD,1,17,0.0,,,,,
2015-01-02,DL,2055,ATL,LAX,1750,1802.0,12.0,2000,1947.0,-13.0,310.0,285.0,1947,0,0,ATL-LAX,ATL→LAX,1,17,0.0,,,,,
2015-01-02,WN,2167,ATL,LAX,1925,2046.0,81.0,2140,2237.0,57.0,315.0,291.0,1947,0,0,ATL-LAX,ATL→LAX,1,19,1.0,0.0,0.0,57.0,0.0,0.0
2015-01-02,DL,2155,ATL,LAX,1927,1941.0,14.0,2137,2139.0,2.0,310.0,298.0,1947,0,0,ATL-LAX,ATL→LAX,1,19,0.0,,,,,
2015-01-02,B6,105,JFK,ORD,1930,1928.0,-2.0,2118,2104.0,-14.0,168.0,156.0,740,0,0,JFK-ORD,JFK→ORD,1,19,0.0,,,,,
2015-01-02,B6,1106,ORD,JFK,1944,2000.0,16.0,2248,2301.0,13.0,124.0,121.0,740,0,0,JFK-ORD,ORD→JFK,1,19,0.0,,,,,
2015-01-02,AA,149,ORD,JFK,1955,1959.0,4.0,2305,2244.0,-21.0,130.0,105.0,740,0,0,JFK-ORD,ORD→JFK,1,19,0.0,,,,,
2015-01-02,DL,2255,ATL,LAX,2045,2057.0,12.0,2250,2245.0,-5.0,305.0,288.0,1947,0,0,ATL-LAX,ATL→LAX,1,20,0.0,,,,,
2015-01-02,DL,2355,ATL,LAX,2140,2148.0,8.0,2350,2328.0,-22.0,310.0,280.0,1947,0,0,ATL-LAX,ATL→LAX,1,21,0.0,,,,,
2015-01-02,DL,1354,LAX,ATL,2245,2243.0,-2.0,550,554.0,4.0,245.0,251.0,1947,0,0,ATL-LAX,LAX→ATL,1,22,0.0,,,,,
2015-01-02,DL,1254,LAX,ATL,2355,18.0,23.0,659,740.0,41.0,244.0,262.0,1947,0,0,ATL-LAX,LAX→ATL,1,23,1.0,18.0,0.0,23.0,0.0,0.0
2015-01-03,DL,1154,LAX,ATL,105,105.0,0.0,809,826.0,17.0,244.0,261.0,1947,0,0,ATL-LAX,LAX→ATL,1,1,1.0,17.0,0.0,0.0,0.0,0.0
2015-01-03,DL,2154,LAX,ATL,600,600.0,0.0,1310,1319.0,9.0,250.0,259.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-03,WN,3225,LAX,ATL,610,606.0,-4.0,1330,1330.0,0.0,260.0,264.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-03,DL,369,LAX,ATL,730,730.0,0.0,1442,1439.0,-3.0,252.0,249.0,1947,0,0,ATL-LAX,LAX→ATL,1,7,0.0,,,,,
2015-01-03,AA,190,JFK,ORD,800,803.0,3.0,955,1004.0,9.0,175.0,181.0,740,0,0,JFK-ORD,JFK→ORD,1,8,0.0,,,,,
2015-01-03,DL,110,ATL,LAX,822,822.0,0.0,1030,1029.0,-1.0,308.0,307.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-03,B6,905,JFK,ORD,830,829.0,-1.0,1019,1055.0,36.0,169.0,206.0,740,0,0,JFK-ORD,JFK→ORD,1,8,1.0,36.0,0.0,0.0,0.0,0.0
2015-01-03,WN,1121,ATL,LAX,835,837.0,2.0,1050,1028.0,-22.0,315.0,291.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-03,WN,1497,LAX,ATL,900,901.0,1.0,1610,1605.0,-5.0,250.0,244.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,0.0,,,,,
2015-01-03,DL,80,LAX,ATL,910,908.0,-2.0,1625,1620.0,-5.0,255.0,252.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,0.0,,,,,
2015-01-03,DL,1455,ATL,LAX,951,952.0,1.0,1205,1144.0,-21.0,314.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,1,9,0.0,,,,,
2015-01-03,B6,906,ORD,JFK,956,1032.0,36.0,1259,1345.0,46.0,123.0,133.0,740,0,0,JFK-ORD,ORD→JFK,1,9,1.0,10.0,0.0,11.0,25.0,0.0
2015-01-03,DL,1555,ATL,LAX,1052,1051.0,-1.0,1300,1240.0,-20.0,308.0,289.0,1947,0,0,ATL-LAX,ATL→LAX,1,10,0.0,,,,,
2015-01-03,DL,101,LAX,ATL,1125,1146.0,21.0,1837,1910.0,33.0,252.0,264.0,1947,0,0,ATL-LAX,LAX→ATL,1,11,1.0,12.0,0.0,21.0,0.0,0.0
2015-01-03,DL,1655,ATL,LAX,1220,1219.0,-1.0,1429,1411.0,-18.0,309.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,0.0,,,,,
2015-01-03,DL,1754,LAX,ATL,1225,1239.0,14.0,1938,1952.0,14.0,253.0,253.0,1947,0,0,ATL-LAX,LAX→ATL,1,12,0.0,,,,,
2015-01-03,WN,642,ATL,LAX,1230,1233.0,3.0,1440,1438.0,-2.0,310.0,305.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,0.0,,,,,
2015-01-03,AA,198,ORD,JFK,1255,1404.0,69.0,1605,1723.0,78.0,130.0,139.0,740,0,0,JFK-ORD,ORD→JFK,1,12,1.0,9.0,0.0,20.0,49.0,0.0
2015-01-03,WN,331,LAX,ATL,1330,1427.0,57.0,2040,2140.0,60.0,250.0,253.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,1.0,3.0,0.0,19.0,38.0,0.0
2015-01-03,DL,1654,LAX,ATL,1330,1328.0,-2.0,2040,2045.0,5.0,250.0,257.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,0.0,,,,,
2015-01-03,DL,1755,ATL,LAX,1330,1420.0,50.0,1540,1559.0,19.0,310.0,279.0,1947,0,0,ATL-LAX,ATL→LAX,1,13,1.0,0.0,0.0,13.0,4.0,2.0
2015-01-03,DL,370,ATL,LAX,1503,1527.0,24.0,1713,1705.0,-8.0,310.0,278.0,1947,0,0,ATL-LAX,ATL→LAX,1,15,0.0,,,,,
2015-01-03,DL,1554,LAX,ATL,1505,1951.0,286.0,2215,257.0,282.0,250.0,246.0,1947,0,0,ATL-LAX,LAX→ATL,1,15,1.0,0.0,0.0,282.0,0.0,0.0
2015-01-03,DL,81,ATL,LAX,1625,1635.0,10.0,1834,1812.0,-22.0,309.0,277.0,1947,0,0,ATL-LAX,ATL→LAX,1,16,0.0,,,,,
2015-01-03,DL,1454,LAX,ATL,1653,1654.0,1.0,2359,2353.0,-6.0,246.0,239.0,1947,0,0,ATL-LAX,LAX→ATL,1,16,0.0,,,,,
2015-01-03,AA,199,JFK,ORD,1710,1841.0,91.0,1910,2046.0,96.0,180.0,185.0,740,0,0,JFK-ORD,JFK→ORD,1,17,1.0,33.0,0.0,0.0,63.0,0.0
2015-01-03,DL,2055,ATL,LAX,1750,1749.0,-1.0,2000,1956.0,-4.0,310.0,307.0,1947,0,0,ATL-LAX,ATL→LAX,1,17,0.0,,,,,
2015-01-03,WN,2167,ATL,LAX,1925,2036.0,71.0,2140,2239.0,59.0,315.0,303.0,1947,0,0,ATL-LAX,ATL→LAX,1,19,1.0,0.0,0.0,0.0,59.0,0.0
2015-01-03,DL,2155,ATL,LAX,1927,1955.0,28.0,2137,2153.0,16.0,310.0,298.0,1947,0,0,ATL-LAX,ATL→LAX,1,19,1.0,0.0,0.0,16.0,0.0,0.0
2015-01-03,B6,105,JFK,ORD,1930,2020.0,50.0,2118,2203.0,45.0,168.0,163.0,740,0,0,JFK-ORD,JFK→ORD,1,19,1.0,0.0,0.0,0.0,45.0,0.0
2015-01-03,B6,1106,ORD,JFK,1944,2016.0,32.0,2248,2354.0,66.0,124.0,158.0,740,0,0,JFK-ORD,ORD→JFK,1,19,1.0,34.0,0.0,0.0,32.0,0.0
2015-01-03,AA,149,ORD,JFK,1955,2025.0,30.0,2305,2346.0,41.0,130.0,141.0,740,0,0,JFK-ORD,ORD→JFK,1,19,1.0,41.0,0.0,0.0,0.0,0.0
2015-01-03,DL,2255,ATL,LAX,2145,2153.0,8.0,2356,2348.0,-8.0,311.0,295.0,1947,0,0,ATL-LAX,ATL→LAX,1,21,0.0,,,,,
2015-01-03,DL,1354,LAX,ATL,2245,2255.0,10.0,550,621.0,31.0,245.0,266.0,1947,0,0,ATL-LAX,LAX→ATL,1,22,1.0,21.0,0.0,10.0,0.0,0.0
2015-01-03,DL,1254,LAX,ATL,2355,15.0,20.0,659,740.0,41.0,244.0,265.0,1947,0,0,ATL-LAX,LAX→ATL,1,23,1.0,21.0,0.0,20.0,0.0,0.0
2015-01-04,DL,2154,LAX,ATL,600,605.0,5.0,1311,1307.0,-4.0,251.0,242.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-04,WN,3225,LAX,ATL,610,614.0,4.0,1330,1337.0,7.0,260.0,263.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-04,DL,369,LAX,ATL,730,738.0,8.0,1442,1448.0,6.0,252.0,250.0,1947,0,0,ATL-LAX,LAX→ATL,1,7,0.0,,,,,
2015-01-04,AA,190,JFK,ORD,800,817.0,17.0,955,1028.0,33.0,175.0,191.0,740,0,0,JFK-ORD,JFK→ORD,1,8,1.0,16.0,0.0,17.0,0.0,0.0
2015-01-04,DL,110,ATL,LAX,811,811.0,0.0,1018,1007.0,-11.0,307.0,296.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-04,B6,905,JFK,ORD,830,829.0,-1.0,1019,1044.0,25.0,169.0,195.0,740,0,0,JFK-ORD,JFK→ORD,1,8,1.0,25.0,0.0,0.0,0.0,0.0
2015-01-04,WN,1121,ATL,LAX,835,911.0,36.0,1050,1059.0,9.0,315.0,288.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-04,WN,2421,LAX,ATL,900,858.0,-2.0,1610,1610.0,0.0,250.0,252.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,0.0,,,,,
2015-01-04,DL,80,LAX,ATL,910,918.0,8.0,1625,1623.0,-2.0,255.0,245.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,0.0,,,,,
2015-01-04,DL,1455,ATL,LAX,951,1141.0,110.0,1205,1323.0,78.0,314.0,282.0,1947,0,0,ATL-LAX,ATL→LAX,1,9,1.0,0.0,0.0,78.0,0.0,0.0
2015-01-04,B6,906,ORD,JFK,956,1008.0,12.0,1259,1329.0,30.0,123.0,141.0,740,0,0,JFK-ORD,ORD→JFK,1,9,1.0,18.0,0.0,12.0,0.0,0.0
2015-01-04,DL,1555,ATL,LAX,1052,1102.0,10.0,1300,1305.0,5.0,308.0,303.0,1947,0,0,ATL-LAX,ATL→LAX,1,10,0.0,,,,,
2015-01-04,DL,101,LAX,ATL,1125,1125.0,0.0,1837,1824.0,-13.0,252.0,239.0,1947,0,0,ATL-LAX,LAX→ATL,1,11,0.0,,,,,
2015-01-04,DL,1655,ATL,LAX,1220,1220.0,0.0,1429,1413.0,-16.0,309.0,293.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,0.0,,,,,
2015-01-04,DL,1754,LAX,ATL,1225,1236.0,11.0,1938,1943.0,5.0,253.0,247.0,1947,0,0,ATL-LAX,LAX→ATL,1,12,0.0,,,,,
2015-01-04,WN,642,ATL,LAX,1230,1231.0,1.0,1440,1423.0,-17.0,310.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,1,12,0.0,,,,,
2015-01-04,AA,198,ORD,JFK,1255,1521.0,146.0,1605,1842.0,157.0,130.0,141.0,740,0,0,JFK-ORD,ORD→JFK,1,12,1.0,153.0,0.0,0.0,4.0,0.0
2015-01-04,WN,331,LAX,ATL,1330,1416.0,46.0,2040,2124.0,44.0,250.0,248.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,1.0,0.0,0.0,29.0,15.0,0.0
2015-01-04,DL,1755,ATL,LAX,1330,1328.0,-2.0,1540,1522.0,-18.0,310.0,294.0,1947,0,0,ATL-LAX,ATL→LAX,1,13,0.0,,,,,
2015-01-04,DL,1654,LAX,ATL,1330,1329.0,-1.0,2040,2038.0,-2.0,250.0,249.0,1947,0,0,ATL-LAX,LAX→ATL,1,13,0.0,,,,,
2015-01-04,DL,370,ATL,LAX,1455,1600.0,65.0,1700,1736.0,36.0,305.0,276.0,1947,0,0,ATL-LAX,ATL→LAX,1,14,1.0,0.0,0.0,36.0,0.0,0.0
2015-01-04,DL,1554,LAX,ATL,1505,1509.0,4.0,2215,2224.0,9.0,250.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,1,15,0.0,,,,,
2015-01-04,DL,81,ATL,LAX,1625,1629.0,4.0,1834,1821.0,-13.0,309.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,1,16,0.0,,,,,
2015-01-04,DL,1454,LAX,ATL,1653,1652.0,-1.0,2359,3.0,4.0,246.0,251.0,1947,0,0,ATL-LAX,LAX→ATL,1,16,0.0,,,,,
2015-01-04,AA,199,JFK,ORD,1710,1748.0,38.0,1910,1933.0,23.0,180.0,165.0,740,0,0,JFK-ORD,JFK→ORD,1,17,1.0,23.0,0.0,0.0,0.0,0.0
2015-01-04,DL,2055,ATL,LAX,1750,1755.0,5.0,2000,1941.0,-19.0,310.0,286.0,1947,0,0,ATL-LAX,ATL→LAX,1,17,0.0,,,,,
2015-01-04,WN,2167,ATL,LAX,1925,2006.0,41.0,2140,2212.0,32.0,315.0,306.0,1947,0,0,ATL-LAX,ATL→LAX,1,19,1.0,0.0,0.0,26.0,6.0,0.0
2015-01-04,DL,2155,ATL,LAX,1927,1927.0,0.0,2137,2123.0,-14.0,310.0,296.0,1947,0,0,ATL-LAX,ATL→LAX,1,19,0.0,,,,,
2015-01-04,B6,105,JFK,ORD,1930,2155.0,145.0,2118,2353.0,155.0,168.0,178.0,740,0,0,JFK-ORD,JFK→ORD,1,19,1.0,10.0,0.0,6.0,139.0,0.0
2015-01-04,B6,1106,ORD,JFK,1944,2041.0,57.0,2248,2343.0,55.0,124.0,122.0,740,0,0,JFK-ORD,ORD→JFK,1,19,1.0,0.0,0.0,0.0,0.0,55.0
2015-01-04,AA,149,ORD,JFK,1955,2036.0,41.0,2305,2338.0,33.0,130.0,122.0,740,0,0,JFK-ORD,ORD→JFK,1,19,1.0,0.0,0.0,16.0,17.0,0.0
2015-01-04,DL,2255,ATL,LAX,2038,2052.0,14.0,2246,2301.0,15.0,308.0,309.0,1947,0,0,ATL-LAX,ATL→LAX,1,20,1.0,1.0,0.0,9.0,5.0,0.0
2015-01-04,DL,2355,ATL,LAX,2145,2145.0,0.0,2355,2400.0,5.0,310.0,315.0,1947,0,0,ATL-LAX,ATL→LAX,1,21,0.0,,,,,
2015-01-04,DL,1354,LAX,ATL,2245,2247.0,2.0,550,555.0,5.0,245.0,248.0,1947,0,0,ATL-LAX,LAX→ATL,1,22,0.0,,,,,
2015-01-04,DL,1254,LAX,ATL,2355,15.0,20.0,659,738.0,39.0,244.0,263.0,1947,0,0,ATL-LAX,LAX→ATL,1,23,1.0,19.0,0.0,14.0,6.0,0.0
2015-01-05,DL,2154,LAX,ATL,600,558.0,-2.0,1311,1318.0,7.0,251.0,260.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-05,WN,151,LAX,ATL,610,610.0,0.0,1330,1344.0,14.0,260.0,274.0,1947,0,0,ATL-LAX,LAX→ATL,1,6,0.0,,,,,
2015-01-05,DL,2054,LAX,ATL,730,729.0,-1.0,1443,1440.0,-3.0,253.0,251.0,1947,0,0,ATL-LAX,LAX→ATL,1,7,0.0,,,,,
2015-01-05,AA,190,JFK,ORD,800,818.0,18.0,955,1036.0,41.0,175.0,198.0,740,0,0,JFK-ORD,JFK→ORD,1,8,1.0,23.0,0.0,18.0,0.0,0.0
2015-01-05,DL,110,ATL,LAX,811,811.0,0.0,1018,1003.0,-15.0,307.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-05,WN,312,ATL,LAX,825,828.0,3.0,1040,1028.0,-12.0,315.0,300.0,1947,0,0,ATL-LAX,ATL→LAX,1,8,0.0,,,,,
2015-01-05,B6,905,JFK,ORD,830,828.0,-2.0,1019,1028.0,9.0,169.0,180.0,740,0,0,JFK-ORD,JFK→ORD,1,8,0.0,,,,,
2015-01-05,WN,1191,LAX,ATL,900,908.0,8.0,1610,1631.0,21.0,250.0,263.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,1.0,13.0,0.0,8.0,0.0,0.0
2015-01-05,DL,80,LAX,ATL,915,931.0,16.0,1632,1652.0,20.0,257.0,261.0,1947,0,0,ATL-LAX,LAX→ATL,1,9,1.0,18.0,0.0,2.0,0.0,0.0
2015-01-05,DL,1455,ATL,LAX,944,944.0,0.0,1155,1131.0,-24.0,311.0,287.0,1947,0,0,ATL-LAX,ATL→LAX,1,9,0.0,,,,,
2015-01-05,B6,906,ORD,JFK,956,1001.0,5.0,1259,1245.0,-14.0,123.0,104.0,740,0,0,JFK-ORD,ORD→JFK,1,9,0.0,,,,,
2015-01-05,DL,101,LAX,ATL,1115,1114.0,-1.0,1829,1827.0,-2.0,254.0,253.0,1947,0,0,ATL-LAX,LAX→ATL,1,11,0.0,,,,,
2015-01-05,DL,1555,ATL,LAX,1117,1116.0,-1.0,1325,1300.0,-25.0,308.0,284.0,1947,0,0,ATL-LAX,ATL→LAX,1,11,0.0,,,,,
