FlightDate,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DISTANCE,Cancelled,Diverted,RoutePair,Direction,Month,DepHourLocal,Delayed_by_15 min,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015-04-28,DL,2255,ATL,LAX,2037,2046.0,9.0,2250,2212.0,-38.0,313.0,266.0,1947,0,0,ATL-LAX,ATL→LAX,4,20,0.0,,,,,
2015-04-28,DL,2355,ATL,LAX,2143,2146.0,3.0,2350,2331.0,-19.0,307.0,285.0,1947,0,0,ATL-LAX,ATL→LAX,4,21,0.0,,,,,
2015-04-28,DL,1354,LAX,ATL,2215,343.0,328.0,520,,,245.0,,1947,1,0,ATL-LAX,LAX→ATL,4,22,,,,,,
2015-04-28,AA,1116,LAX,ATL,2230,2229.0,-1.0,553,543.0,-10.0,263.0,254.0,1947,0,0,ATL-LAX,LAX→ATL,4,22,0.0,,,,,
2015-04-29,DL,1731,LAX,ATL,115,124.0,9.0,824,832.0,8.0,249.0,248.0,1947,0,0,ATL-LAX,LAX→ATL,4,1,0.0,,,,,
2015-04-29,WN,806,LAX,ATL,540,540.0,0.0,1305,1301.0,-4.0,265.0,261.0,1947,0,0,ATL-LAX,LAX→ATL,4,5,0.0,,,,,
2015-04-29,DL,2154,LAX,ATL,635,635.0,0.0,1351,1357.0,6.0,256.0,262.0,1947,0,0,ATL-LAX,LAX→ATL,4,6,0.0,,,,,
2015-04-29,AA,1690,ATL,LAX,720,715.0,-5.0,912,837.0,-35.0,292.0,262.0,1947,0,0,ATL-LAX,ATL→LAX,4,7,0.0,,,,,
2015-04-29,AA,999,JFK,ORD,735,734.0,-1.0,922,853.0,-29.0,167.0,139.0,740,0,0,JFK-ORD,JFK→ORD,4,7,0.0,,,,,
2015-04-29,DL,80,LAX,ATL,745,743.0,-2.0,1508,1458.0,-10.0,263.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,4,7,0.0,,,,,
2015-04-29,DL,110,ATL,LAX,817,824.0,7.0,1020,1004.0,-16.0,303.0,280.0,1947,0,0,ATL-LAX,ATL→LAX,4,8,0.0,,,,,
2015-04-29,WN,1182,LAX,ATL,825,824.0,-1.0,1545,1539.0,-6.0,260.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,4,8,0.0,,,,,
2015-04-29,WN,2617,ATL,LAX,830,845.0,15.0,1030,1016.0,-14.0,300.0,271.0,1947,0,0,ATL-LAX,ATL→LAX,4,8,0.0,,,,,
2015-04-29,B6,905,JFK,ORD,905,859.0,-6.0,1056,1028.0,-28.0,171.0,149.0,740,0,0,JFK-ORD,JFK→ORD,4,9,0.0,,,,,
2015-04-29,DL,16,LAX,ATL,925,925.0,0.0,1650,1652.0,2.0,265.0,267.0,1947,0,0,ATL-LAX,LAX→ATL,4,9,0.0,,,,,
2015-04-29,B6,906,ORD,JFK,940,935.0,-5.0,1253,1240.0,-13.0,133.0,125.0,740,0,0,JFK-ORD,ORD→JFK,4,9,0.0,,,,,
2015-04-29,DL,1455,ATL,LAX,956,1010.0,14.0,1205,1203.0,-2.0,309.0,293.0,1947,0,0,ATL-LAX,ATL→LAX,4,9,0.0,,,,,
2015-04-29,AA,1249,LAX,ATL,1025,1019.0,-6.0,1747,1728.0,-19.0,262.0,249.0,1947,0,0,ATL-LAX,LAX→ATL,4,10,0.0,,,,,
2015-04-29,DL,1555,ATL,LAX,1056,1053.0,-3.0,1300,1248.0,-12.0,304.0,295.0,1947,0,0,ATL-LAX,ATL→LAX,4,10,0.0,,,,,
2015-04-29,DL,1754,LAX,ATL,1100,1104.0,4.0,1819,1838.0,19.0,259.0,274.0,1947,0,0,ATL-LAX,LAX→ATL,4,11,1.0,19.0,0.0,0.0,0.0,0.0
2015-04-29,DL,1655,ATL,LAX,1205,1202.0,-3.0,1405,1328.0,-37.0,300.0,266.0,1947,0,0,ATL-LAX,ATL→LAX,4,12,0.0,,,,,
2015-04-29,AA,2437,ATL,LAX,1230,1224.0,-6.0,1422,1416.0,-6.0,292.0,292.0,1947,0,0,ATL-LAX,ATL→LAX,4,12,0.0,,,,,
2015-04-29,AA,198,ORD,JFK,1235,1237.0,2.0,1606,1552.0,-14.0,151.0,135.0,740,0,0,JFK-ORD,ORD→JFK,4,12,0.0,,,,,
2015-04-29,DL,101,LAX,ATL,1235,1247.0,12.0,1955,1954.0,-1.0,260.0,247.0,1947,0,0,ATL-LAX,LAX→ATL,4,12,0.0,,,,,
2015-04-29,DL,1744,ATL,LAX,1340,1415.0,35.0,1545,1532.0,-13.0,305.0,257.0,1947,0,0,ATL-LAX,ATL→LAX,4,13,0.0,,,,,
2015-04-29,DL,1654,LAX,ATL,1347,1358.0,11.0,2110,2112.0,2.0,263.0,254.0,1947,0,0,ATL-LAX,LAX→ATL,4,13,0.0,,,,,
2015-04-29,WN,3850,LAX,ATL,1415,1422.0,7.0,2135,2134.0,-1.0,260.0,252.0,1947,0,0,ATL-LAX,LAX→ATL,4,14,0.0,,,,,
2015-04-29,DL,1554,LAX,ATL,1500,1455.0,-5.0,2214,2227.0,13.0,254.0,272.0,1947,0,0,ATL-LAX,LAX→ATL,4,15,0.0,,,,,
2015-04-29,DL,370,ATL,LAX,1525,1523.0,-2.0,1735,1644.0,-51.0,310.0,261.0,1947,0,0,ATL-LAX,ATL→LAX,4,15,0.0,,,,,
2015-04-29,WN,823,ATL,LAX,1535,1536.0,1.0,1735,1706.0,-29.0,300.0,270.0,1947,0,0,ATL-LAX,ATL→LAX,4,15,0.0,,,,,
2015-04-29,AA,1688,LAX,ATL,1615,1609.0,-6.0,2335,2332.0,-3.0,260.0,263.0,1947,0,0,ATL-LAX,LAX→ATL,4,16,0.0,,,,,
2015-04-29,DL,1955,ATL,LAX,1620,1620.0,0.0,1830,1750.0,-40.0,310.0,270.0,1947,0,0,ATL-LAX,ATL→LAX,4,16,0.0,,,,,
2015-04-29,DL,1454,LAX,ATL,1635,1637.0,2.0,2342,2348.0,6.0,247.0,251.0,1947,0,0,ATL-LAX,LAX→ATL,4,16,0.0,,,,,
2015-04-29,AA,199,JFK,ORD,1700,1655.0,-5.0,1854,1836.0,-18.0,174.0,161.0,740,0,0,JFK-ORD,JFK→ORD,4,17,0.0,,,,,
2015-04-29,DL,17,ATL,LAX,1715,1715.0,0.0,1920,1841.0,-39.0,305.0,266.0,1947,0,0,ATL-LAX,ATL→LAX,4,17,0.0,,,,,
2015-04-29,B6,1106,ORD,JFK,1830,1819.0,-11.0,2150,2124.0,-26.0,140.0,125.0,740,0,0,JFK-ORD,ORD→JFK,4,18,0.0,,,,,
2015-04-29,AA,1249,ATL,LAX,1840,1833.0,-7.0,2036,2003.0,-33.0,296.0,270.0,1947,0,0,ATL-LAX,ATL→LAX,4,18,0.0,,,,,
2015-04-29,AA,1305,ORD,JFK,1850,1858.0,8.0,2221,2226.0,5.0,151.0,148.0,740,0,0,JFK-ORD,ORD→JFK,4,18,0.0,,,,,
2015-04-29,B6,105,JFK,ORD,1930,1928.0,-2.0,2120,2115.0,-5.0,170.0,167.0,740,0,0,JFK-ORD,JFK→ORD,4,19,0.0,,,,,
2015-04-29,WN,4913,ATL,LAX,2015,2010.0,-5.0,2215,2134.0,-41.0,300.0,264.0,1947,0,0,ATL-LAX,ATL→LAX,4,20,0.0,,,,,
2015-04-29,DL,2255,ATL,LAX,2037,2055.0,18.0,2250,2238.0,-12.0,313.0,283.0,1947,0,0,ATL-LAX,ATL→LAX,4,20,0.0,,,,,
2015-04-29,DL,2355,ATL,LAX,2143,2228.0,45.0,2350,2358.0,8.0,307.0,270.0,1947,0,0,ATL-LAX,ATL→LAX,4,21,0.0,,,,,
2015-04-29,DL,1354,LAX,ATL,2215,2217.0,2.0,520,531.0,11.0,245.0,254.0,1947,0,0,ATL-LAX,LAX→ATL,4,22,0.0,,,,,
2015-04-29,AA,1116,LAX,ATL,2230,,,553,,,263.0,,1947,1,0,ATL-LAX,LAX→ATL,4,22,,,,,,
2015-04-30,DL,1731,LAX,ATL,115,124.0,9.0,824,846.0,22.0,249.0,262.0,1947,0,0,ATL-LAX,LAX→ATL,4,1,1.0,13.0,0.0,9.0,0.0,0.0
2015-04-30,WN,806,LAX,ATL,540,540.0,0.0,1305,1305.0,0.0,265.0,265.0,1947,0,0,ATL-LAX,LAX→ATL,4,5,0.0,,,,,
2015-04-30,DL,2154,LAX,ATL,635,635.0,0.0,1351,1350.0,-1.0,256.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,4,6,0.0,,,,,
2015-04-30,AA,1690,ATL,LAX,720,,,912,,,292.0,,1947,1,0,ATL-LAX,ATL→LAX,4,7,,,,,,
2015-04-30,AA,999,JFK,ORD,735,807.0,32.0,922,915.0,-7.0,167.0,128.0,740,0,0,JFK-ORD,JFK→ORD,4,7,0.0,,,,,
2015-04-30,DL,2054,LAX,ATL,745,743.0,-2.0,1508,1458.0,-10.0,263.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,4,7,0.0,,,,,
2015-04-30,WN,1182,LAX,ATL,825,825.0,0.0,1545,1547.0,2.0,260.0,262.0,1947,0,0,ATL-LAX,LAX→ATL,4,8,0.0,,,,,
2015-04-30,WN,2617,ATL,LAX,830,828.0,-2.0,1030,1016.0,-14.0,300.0,288.0,1947,0,0,ATL-LAX,ATL→LAX,4,8,0.0,,,,,
2015-04-30,DL,110,ATL,LAX,830,827.0,-3.0,1020,1012.0,-8.0,290.0,285.0,1947,0,0,ATL-LAX,ATL→LAX,4,8,0.0,,,,,
2015-04-30,B6,905,JFK,ORD,905,858.0,-7.0,1056,1024.0,-32.0,171.0,146.0,740,0,0,JFK-ORD,JFK→ORD,4,9,0.0,,,,,
2015-04-30,DL,16,LAX,ATL,925,923.0,-2.0,1650,1651.0,1.0,265.0,268.0,1947,0,0,ATL-LAX,LAX→ATL,4,9,0.0,,,,,
2015-04-30,B6,906,ORD,JFK,940,935.0,-5.0,1253,1245.0,-8.0,133.0,130.0,740,0,0,JFK-ORD,ORD→JFK,4,9,0.0,,,,,
2015-04-30,DL,1455,ATL,LAX,956,956.0,0.0,1205,1122.0,-43.0,309.0,266.0,1947,0,0,ATL-LAX,ATL→LAX,4,9,0.0,,,,,
2015-04-30,AA,1249,LAX,ATL,1025,1034.0,9.0,1747,1744.0,-3.0,262.0,250.0,1947,0,0,ATL-LAX,LAX→ATL,4,10,0.0,,,,,
2015-04-30,DL,1555,ATL,LAX,1056,1054.0,-2.0,1300,1250.0,-10.0,304.0,296.0,1947,0,0,ATL-LAX,ATL→LAX,4,10,0.0,,,,,
2015-04-30,DL,1754,LAX,ATL,1100,1147.0,47.0,1819,1857.0,38.0,259.0,250.0,1947,0,0,ATL-LAX,LAX→ATL,4,11,1.0,6.0,0.0,8.0,24.0,0.0
2015-04-30,DL,1655,ATL,LAX,1205,1215.0,10.0,1405,1345.0,-20.0,300.0,270.0,1947,0,0,ATL-LAX,ATL→LAX,4,12,0.0,,,,,
2015-04-30,AA,2437,ATL,LAX,1230,1223.0,-7.0,1422,1344.0,-38.0,292.0,261.0,1947,0,0,ATL-LAX,ATL→LAX,4,12,0.0,,,,,
2015-04-30,AA,198,ORD,JFK,1235,1234.0,-1.0,1606,1550.0,-16.0,151.0,136.0,740,0,0,JFK-ORD,ORD→JFK,4,12,0.0,,,,,
2015-04-30,DL,101,LAX,ATL,1235,1233.0,-2.0,1955,1950.0,-5.0,260.0,257.0,1947,0,0,ATL-LAX,LAX→ATL,4,12,0.0,,,,,
2015-04-30,DL,1744,ATL,LAX,1340,1359.0,19.0,1545,1528.0,-17.0,305.0,269.0,1947,0,0,ATL-LAX,ATL→LAX,4,13,0.0,,,,,
2015-04-30,DL,1654,LAX,ATL,1347,1346.0,-1.0,2110,2110.0,0.0,263.0,264.0,1947,0,0,ATL-LAX,LAX→ATL,4,13,0.0,,,,,
2015-04-30,WN,3850,LAX,ATL,1415,1426.0,11.0,2135,2142.0,7.0,260.0,256.0,1947,0,0,ATL-LAX,LAX→ATL,4,14,0.0,,,,,
2015-04-30,DL,1554,LAX,ATL,1500,1456.0,-4.0,2214,2210.0,-4.0,254.0,254.0,1947,0,0,ATL-LAX,LAX→ATL,4,15,0.0,,,,,
2015-04-30,DL,370,ATL,LAX,1525,1524.0,-1.0,1735,1658.0,-37.0,310.0,274.0,1947,0,0,ATL-LAX,ATL→LAX,4,15,0.0,,,,,
2015-04-30,WN,823,ATL,LAX,1535,1534.0,-1.0,1735,1715.0,-20.0,300.0,281.0,1947,0,0,ATL-LAX,ATL→LAX,4,15,0.0,,,,,
2015-04-30,AA,1688,LAX,ATL,1615,1609.0,-6.0,2335,2331.0,-4.0,260.0,262.0,1947,0,0,ATL-LAX,LAX→ATL,4,16,0.0,,,,,
2015-04-30,DL,81,ATL,LAX,1630,1638.0,8.0,1840,1834.0,-6.0,310.0,296.0,1947,0,0,ATL-LAX,ATL→LAX,4,16,0.0,,,,,
2015-04-30,AA,199,JFK,ORD,1700,1700.0,0.0,1854,1832.0,-22.0,174.0,152.0,740,0,0,JFK-ORD,JFK→ORD,4,17,0.0,,,,,
2015-04-30,DL,1755,ATL,LAX,1715,1714.0,-1.0,1920,1843.0,-37.0,305.0,269.0,1947,0,0,ATL-LAX,ATL→LAX,4,17,0.0,,,,,
2015-04-30,F9,1479,ATL,LAX,1735,1730.0,-5.0,1920,1912.0,-8.0,285.0,282.0,1947,0,0,ATL-LAX,ATL→LAX,4,17,0.0,,,,,
2015-04-30,B6,1106,ORD,JFK,1830,1822.0,-8.0,2150,2154.0,4.0,140.0,152.0,740,0,0,JFK-ORD,ORD→JFK,4,18,0.0,,,,,
2015-04-30,AA,1249,ATL,LAX,1840,1835.0,-5.0,2036,2008.0,-28.0,296.0,273.0,1947,0,0,ATL-LAX,ATL→LAX,4,18,0.0,,,,,
2015-04-30,AA,1305,ORD,JFK,1850,1915.0,25.0,2221,2236.0,15.0,151.0,141.0,740,0,0,JFK-ORD,ORD→JFK,4,18,1.0,0.0,0.0,0.0,15.0,0.0
2015-04-30,DL,17,ATL,LAX,1916,1930.0,14.0,2132,2115.0,-17.0,316.0,285.0,1947,0,0,ATL-LAX,ATL→LAX,4,19,0.0,,,,,
2015-04-30,B6,105,JFK,ORD,1930,2028.0,58.0,2120,2159.0,39.0,170.0,151.0,740,0,0,JFK-ORD,JFK→ORD,4,19,1.0,0.0,0.0,4.0,35.0,0.0
2015-04-30,WN,4913,ATL,LAX,2015,2015.0,0.0,2215,2141.0,-34.0,300.0,266.0,1947,0,0,ATL-LAX,ATL→LAX,4,20,0.0,,,,,
2015-04-30,DL,2255,ATL,LAX,2037,2110.0,33.0,2250,2241.0,-9.0,313.0,271.0,1947,0,0,ATL-LAX,ATL→LAX,4,20,0.0,,,,,
2015-04-30,DL,2355,ATL,LAX,2140,2148.0,8.0,2344,2328.0,-16.0,304.0,280.0,1947,0,0,ATL-LAX,ATL→LAX,4,21,0.0,,,,,
2015-04-30,DL,1354,LAX,ATL,2215,2213.0,-2.0,520,526.0,6.0,245.0,253.0,1947,0,0,ATL-LAX,LAX→ATL,4,22,0.0,,,,,
2015-04-30,AA,1116,LAX,ATL,2230,2234.0,4.0,553,554.0,1.0,263.0,260.0,1947,0,0,ATL-LAX,LAX→ATL,4,22,0.0,,,,,
2015-04-30,F9,1478,LAX,ATL,2315,2313.0,-2.0,635,652.0,17.0,260.0,279.0,1947,0,0,ATL-LAX,LAX→ATL,4,23,1.0,17.0,0.0,0.0,0.0,0.0
2015-04-30,DL,1254,LAX,ATL,2329,2328.0,-1.0,639,634.0,-5.0,250.0,246.0,1947,0,0,ATL-LAX,LAX→ATL,4,23,0.0,,,,,
2015-05-01,DL,2254,LAX,ATL,109,106.0,-3.0,828,826.0,-2.0,259.0,260.0,1947,0,0,ATL-LAX,LAX→ATL,5,1,0.0,,,,,
2015-05-01,DL,1471,LAX,ATL,535,547.0,12.0,1255,1301.0,6.0,260.0,254.0,1947,0,0,ATL-LAX,LAX→ATL,5,5,0.0,,,,,
2015-05-01,WN,806,LAX,ATL,540,540.0,0.0,1305,1253.0,-12.0,265.0,253.0,1947,0,0,ATL-LAX,LAX→ATL,5,5,0.0,,,,,
2015-05-01,B6,106,ORD,JFK,600,646.0,46.0,910,947.0,37.0,130.0,121.0,740,0,0,JFK-ORD,ORD→JFK,5,6,1.0,0.0,0.0,37.0,0.0,0.0
2015-05-01,B6,905,JFK,ORD,630,630.0,0.0,800,802.0,2.0,150.0,152.0,740,0,0,JFK-ORD,JFK→ORD,5,6,0.0,,,,,
2015-05-01,DL,2154,LAX,ATL,645,650.0,5.0,1408,1400.0,-8.0,263.0,250.0,1947,0,0,ATL-LAX,LAX→ATL,5,6,0.0,,,,,
2015-05-01,AA,1690,ATL,LAX,720,710.0,-10.0,912,857.0,-15.0,292.0,287.0,1947,0,0,ATL-LAX,ATL→LAX,5,7,0.0,,,,,
2015-05-01,DL,2167,ATL,LAX,725,728.0,3.0,910,859.0,-11.0,285.0,271.0,1947,0,0,ATL-LAX,ATL→LAX,5,7,0.0,,,,,
2015-05-01,AA,999,JFK,ORD,735,732.0,-3.0,922,852.0,-30.0,167.0,140.0,740,0,0,JFK-ORD,JFK→ORD,5,7,0.0,,,,,
2015-05-01,DL,80,LAX,ATL,745,751.0,6.0,1510,1506.0,-4.0,265.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,5,7,0.0,,,,,
2015-05-01,WN,1182,LAX,ATL,825,826.0,1.0,1545,1541.0,-4.0,260.0,255.0,1947,0,0,ATL-LAX,LAX→ATL,5,8,0.0,,,,,
2015-05-01,WN,2617,ATL,LAX,830,828.0,-2.0,1030,1012.0,-18.0,300.0,284.0,1947,0,0,ATL-LAX,ATL→LAX,5,8,0.0,,,,,
2015-05-01,DL,110,ATL,LAX,835,839.0,4.0,1025,1005.0,-20.0,290.0,266.0,1947,0,0,ATL-LAX,ATL→LAX,5,8,0.0,,,,,
2015-05-01,DL,16,LAX,ATL,910,928.0,18.0,1638,1644.0,6.0,268.0,256.0,1947,0,0,ATL-LAX,LAX→ATL,5,9,0.0,,,,,
2015-05-01,DL,1455,ATL,LAX,959,955.0,-4.0,1200,1148.0,-12.0,301.0,293.0,1947,0,0,ATL-LAX,ATL→LAX,5,9,0.0,,,,,
2015-05-01,AA,1249,LAX,ATL,1025,1021.0,-4.0,1747,1750.0,3.0,262.0,269.0,1947,0,0,ATL-LAX,LAX→ATL,5,10,0.0,,,,,
2015-05-01,DL,1555,ATL,LAX,1050,1043.0,-7.0,1240,1216.0,-24.0,290.0,273.0,1947,0,0,ATL-LAX,ATL→LAX,5,10,0.0,,,,,
2015-05-01,DL,1653,LAX,ATL,1100,1109.0,9.0,1829,1823.0,-6.0,269.0,254.0,1947,0,0,ATL-LAX,LAX→ATL,5,11,0.0,,,,,
2015-05-01,DL,1655,ATL,LAX,1210,1227.0,17.0,1400,1406.0,6.0,290.0,279.0,1947,0,0,ATL-LAX,ATL→LAX,5,12,0.0,,,,,
2015-05-01,AA,2437,ATL,LAX,1230,1226.0,-4.0,1422,1405.0,-17.0,292.0,279.0,1947,0,0,ATL-LAX,ATL→LAX,5,12,0.0,,,,,
2015-05-01,DL,1754,LAX,ATL,1230,1230.0,0.0,2000,1949.0,-11.0,270.0,259.0,1947,0,0,ATL-LAX,LAX→ATL,5,12,0.0,,,,,
2015-05-01,AA,198,ORD,JFK,1235,1238.0,3.0,1606,1602.0,-4.0,151.0,144.0,740,0,0,JFK-ORD,ORD→JFK,5,12,0.0,,,,,
2015-05-01,B6,605,JFK,ORD,1330,1327.0,-3.0,1509,1446.0,-23.0,159.0,139.0,740,0,0,JFK-ORD,JFK→ORD,5,13,0.0,,,,,
2015-05-01,DL,1755,ATL,LAX,1345,1355.0,10.0,1540,1548.0,8.0,295.0,293.0,1947,0,0,ATL-LAX,ATL→LAX,5,13,0.0,,,,,
2015-05-01,DL,101,LAX,ATL,1345,1353.0,8.0,2114,2109.0,-5.0,269.0,256.0,1947,0,0,ATL-LAX,LAX→ATL,5,13,0.0,,,,,
2015-05-01,WN,3850,LAX,ATL,1415,1424.0,9.0,2135,2131.0,-4.0,260.0,247.0,1947,0,0,ATL-LAX,LAX→ATL,5,14,0.0,,,,,
2015-05-01,DL,1554,LAX,ATL,1500,1503.0,3.0,2220,2215.0,-5.0,260.0,252.0,1947,0,0,ATL-LAX,LAX→ATL,5,15,0.0,,,,,
2015-05-01,DL,370,ATL,LAX,1515,1511.0,-4.0,1715,1632.0,-43.0,300.0,261.0,1947,0,0,ATL-LAX,ATL→LAX,5,15,0.0,,,,,
2015-05-01,WN,823,ATL,LAX,1535,1533.0,-2.0,1735,1705.0,-30.0,300.0,272.0,1947,0,0,ATL-LAX,ATL→LAX,5,15,0.0,,,,,
2015-05-01,B6,606,ORD,JFK,1545,1539.0,-6.0,1905,1847.0,-18.0,140.0,128.0,740,0,0,JFK-ORD,ORD→JFK,5,15,0.0,,,,,
2015-05-01,DL,81,ATL,LAX,1610,1610.0,0.0,1804,1756.0,-8.0,294.0,286.0,1947,0,0,ATL-LAX,ATL→LAX,5,16,0.0,,,,,
2015-05-01,AA,1688,LAX,ATL,1615,1609.0,-6.0,2335,2328.0,-7.0,260.0,259.0,1947,0,0,ATL-LAX,LAX→ATL,5,16,0.0,,,,,
2015-05-01,DL,1454,LAX,ATL,1640,1638.0,-2.0,2355,2344.0,-11.0,255.0,246.0,1947,0,0,ATL-LAX,LAX→ATL,5,16,0.0,,,,,
2015-05-01,AA,199,JFK,ORD,1700,1654.0,-6.0,1854,1813.0,-41.0,174.0,139.0,740,0,0,JFK-ORD,JFK→ORD,5,17,0.0,,,,,
2015-05-01,DL,2443,ATL,LAX,1705,1702.0,-3.0,1900,1829.0,-31.0,295.0,267.0,1947,0,0,ATL-LAX,ATL→LAX,5,17,0.0,,,,,
2015-05-01,F9,1479,ATL,LAX,1735,1858.0,83.0,1920,2042.0,82.0,285.0,284.0,1947,0,0,ATL-LAX,ATL→LAX,5,17,1.0,0.0,0.0,82.0,0.0,0.0
2015-05-01,AA,1249,ATL,LAX,1840,1839.0,-1.0,2036,2021.0,-15.0,296.0,282.0,1947,0,0,ATL-LAX,ATL→LAX,5,18,0.0,,,,,
2015-05-01,AA,1305,ORD,JFK,1850,1845.0,-5.0,2221,2211.0,-10.0,151.0,146.0,740,0,0,JFK-ORD,ORD→JFK,5,18,0.0,,,,,
2015-05-01,DL,17,ATL,LAX,1916,1939.0,23.0,2115,2110.0,-5.0,299.0,271.0,1947,0,0,ATL-LAX,ATL→LAX,5,19,0.0,,,,,
2015-05-01,B6,105,JFK,ORD,1930,1923.0,-7.0,2135,2048.0,-47.0,185.0,145.0,740,0,0,JFK-ORD,JFK→ORD,5,19,0.0,,,,,
2015-05-01,WN,4913,ATL,LAX,2015,2012.0,-3.0,2215,2136.0,-39.0,300.0,264.0,1947,0,0,ATL-LAX,ATL→LAX,5,20,0.0,,,,,
2015-05-01,B6,1106,ORD,JFK,2021,2022.0,1.0,2336,2343.0,7.0,135.0,141.0,740,0,0,JFK-ORD,ORD→JFK,5,20,0.0,,,,,
2015-05-01,DL,2255,ATL,LAX,2040,2040.0,0.0,2235,2227.0,-8.0,295.0,287.0,1947,0,0,ATL-LAX,ATL→LAX,5,20,0.0,,,,,
2015-05-01,DL,2355,ATL,LAX,2141,2138.0,-3.0,2335,2316.0,-19.0,294.0,278.0,1947,0,0,ATL-LAX,ATL→LAX,5,21,0.0,,,,,
2015-05-01,DL,1354,LAX,ATL,2205,2202.0,-3.0,522,521.0,-1.0,257.0,259.0,1947,0,0,ATL-LAX,LAX→ATL,5,22,0.0,,,,,
2015-05-01,AA,1116,LAX,ATL,2230,2225.0,-5.0,553,550.0,-3.0,263.0,265.0,1947,0,0,ATL-LAX,LAX→ATL,5,22,0.0,,,,,
2015-05-01,DL,1254,LAX,ATL,2310,2310.0,0.0,629,631.0,2.0,259.0,261.0,1947,0,0,ATL-LAX,LAX→ATL,5,23,0.0,,,,,
2015-05-01,F9,1478,LAX,ATL,2315,2308.0,-7.0,635,648.0,13.0,260.0,280.0,1947,0,0,ATL-LAX,LAX→ATL,5,23,0.0,,,,,
2015-05-02,DL,2254,LAX,ATL,105,102.0,-3.0,822,806.0,-16.0,257.0,244.0,1947,0,0,ATL-LAX,LAX→ATL,5,1,0.0,,,,,
2015-05-02,WN,3931,LAX,ATL,540,540.0,0.0,1305,1259.0,-6.0,265.0,259.0,1947,0,0,ATL-LAX,LAX→ATL,5,5,0.0,,,,,
2015-05-02,B6,106,ORD,JFK,600,607.0,7.0,910,906.0,-4.0,130.0,119.0,740,0,0,JFK-ORD,ORD→JFK,5,6,0.0,,,,,
2015-05-02,B6,905,JFK,ORD,630,630.0,0.0,800,754.0,-6.0,150.0,144.0,740,0,0,JFK-ORD,JFK→ORD,5,6,0.0,,,,,
2015-05-02,DL,2154,LAX,ATL,645,643.0,-2.0,1406,1341.0,-25.0,261.0,238.0,1947,0,0,ATL-LAX,LAX→ATL,5,6,0.0,,,,,
2015-05-02,AA,1690,ATL,LAX,720,715.0,-5.0,912,912.0,0.0,292.0,297.0,1947,0,0,ATL-LAX,ATL→LAX,5,7,0.0,,,,,
2015-05-02,AA,999,JFK,ORD,735,734.0,-1.0,922,854.0,-28.0,167.0,140.0,740,0,0,JFK-ORD,JFK→ORD,5,7,0.0,,,,,
2015-05-02,DL,80,LAX,ATL,745,759.0,14.0,1508,1459.0,-9.0,263.0,240.0,1947,0,0,ATL-LAX,LAX→ATL,5,7,0.0,,,,,
2015-05-02,DL,110,ATL,LAX,835,840.0,5.0,1025,1010.0,-15.0,290.0,270.0,1947,0,0,ATL-LAX,ATL→LAX,5,8,0.0,,,,,
2015-05-02,WN,1818,ATL,LAX,840,834.0,-6.0,1040,1009.0,-31.0,300.0,275.0,1947,0,0,ATL-LAX,ATL→LAX,5,8,0.0,,,,,
2015-05-02,DL,16,LAX,ATL,910,908.0,-2.0,1630,1625.0,-5.0,260.0,257.0,1947,0,0,ATL-LAX,LAX→ATL,5,9,0.0,,,,,
2015-05-02,DL,1455,ATL,LAX,950,950.0,0.0,1143,1124.0,-19.0,293.0,274.0,1947,0,0,ATL-LAX,ATL→LAX,5,9,0.0,,,,,
2015-05-02,WN,416,LAX,ATL,1010,1012.0,2.0,1730,1715.0,-15.0,260.0,243.0,1947,0,0,ATL-LAX,LAX→ATL,5,10,0.0,,,,,
2015-05-02,AA,1249,LAX,ATL,1025,1050.0,25.0,1747,1800.0,13.0,262.0,250.0,1947,0,0,ATL-LAX,LAX→ATL,5,10,0.0,,,,,
2015-05-02,DL,1555,ATL,LAX,1050,1050.0,0.0,1240,1227.0,-13.0,290.0,277.0,1947,0,0,ATL-LAX,ATL→LAX,5,10,0.0,,,,,
2015-05-02,DL,1653,LAX,ATL,1100,1056.0,-4.0,1826,1806.0,-20.0,266.0,250.0,1947,0,0,ATL-LAX,LAX→ATL,5,11,0.0,,,,,
2015-05-02,DL,1655,ATL,LAX,1210,1212.0,2.0,1358,1343.0,-15.0,288.0,271.0,1947,0,0,ATL-LAX,ATL→LAX,5,12,0.0,,,,,
2015-05-02,DL,1754,LAX,ATL,1225,1835.0,370.0,1955,146.0,351.0,270.0,251.0,1947,0,0,ATL-LAX,LAX→ATL,5,12,1.0,0.0,0.0,351.0,0.0,0.0
